X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.001288053,0
0.003220132,0
0.005152212,0
0.008629955,0
0.01069084,0
0.012622919,0
0.014554999,0
0.016487078,0
0.018419158,0
0.020351237,0
0.022283317,0
0.024344201,0
0.026276281,0
0.02820836,0
0.03014044,0
0.032072519,0
0.034262209,0
0.036194289,0
0.038126368,0
0.040058448,0
0.042248138,0
0.044309023,0
0.046369908,0
0.048173182,0
0.050234067,0
0.052166146,0
0.054098225,0
0.0559015,0
0.059894464,0
0.061826543,0
0.063887428,0
0.065819508,0
0.067751587,0
0.069554861,0
0.071486941,0
0.073676631,0
0.075737516,0
0.077669595,0
0.07973048,0
0.081791365,0
0.08385225,0
0.085784329,0
0.087716408,0
0.089777293,0
0.092739815,0
0.0948007,0
0.096732779,0
0.098793664,0
0.100596938,0
0.102529018,0
0.104461097,0
0.106393177,0
0.109613309,0
0.111545389,0
0.113606274,0
0.115409548,0
0.117341627,0
0.119402512,0
0.121463397,0
0.123524282,0
0.125585166,0
0.127517246,0
0.129706936,0
0.131767821,0
0.133828705,0
0.13588959,0
0.13782167,0
0.139882554,0
0.141814634,0
0.143875519,0
0.145936404,0
0.147739678,0
0.149800563,0
0.153535916,0
0.155467996,0
0.159074544,0
0.161135429,0
0.163196314,0
0.165386004,0
0.168992552,0
0.170924632,0
0.172985516,0
0.17478879,0
0.17672087,0
0.178652949,0
0.180585029,0
0.18328994,0
0.186123657,0
0.188055736,0
0.18985901,0
0.19179109,0
0.193851975,0
0.195912859,0
0.197716134,0
0.199648213,0
0.201451487,0
0.203383567,0
0.205444452,0
0.209051,0
0.211111885,0
0.21317277,0
0.215233654,0
0.217165734,0
0.219097813,0
0.221158698,0
0.223348388,0
0.225538078,0
0.227598963,0
0.229788653,0
0.232107148,0
0.234039228,0
0.236228918,0
0.238289803,0
0.240479493,0
0.242669183,0
0.244730068,0
0.246919758,0
0.249109448,0
0.251299138,0
0.253488828,0
0.255549713,0
0.25864104,0
0.260959535,0
0.26302042,0
0.265081305,0
0.267270995,0
0.269460685,0
0.27152157,0
0.27371126,0
0.275643339,0
0.27783303,0
0.28002272,0
0.281954799,0
0.283886879,0
0.285818958,0
0.288008648,0
0.290069533,0
0.292259223,0
0.294448913,0
0.296638603,0
0.298828293,0
0.301275594,0
0.303207673,0
0.305397363,0
0.308875107,0
0.310935991,0
0.312739265,0
0.314928956,0
0.317118646,0
0.319437141,0
0.32136922,0
0.3233013,0
0.325362185,0
0.327165459,0
0.329483954,0
0.331416034,0
0.333476919,0
0.335537803,0
0.337727493,0
0.339659573,0
0.341720458,0
0.343652537,0
0.345584617,0
0.347516696,0
0.349448776,0
0.351380855,0
0.353570545,0
0.356919483,0
0.358722757,0
0.360526031,0
0.362458111,0
0.36439019,0
0.366064659,0
0.368125544,0
0.370315234,0
0.372504924,0
0.374694614,0
0.376626694,0
0.378945189,0
0.381006074,0
0.383453375,0
0.385385454,0
0.387832755,0
0.390022445,0
0.391954524,0
0.39427302,0
0.39646271,0
0.3986524,0
0.400713285,0
0.402774169,0
0.406380718,0
0.408441602,0
0.410888903,0
0.413078593,0
0.415268283,0
0.417715584,0
0.419776469,0
0.422610185,0
0.425315097,0
0.427375981,0
0.429436866,0
0.431755362,0
0.433945052,0
0.436005936,0
0.438324432,0
0.440514122,0
0.442575007,0
0.444893502,0
0.446825582,0
0.448757661,0
0.450560935,0
0.452493015,0
0.456099563,0
0.458031643,0
0.460350138,0
0.462411023,0
0.464343102,0
0.466532792,0
0.468464872,0
0.470396951,0
0.472329031,0
0.47426111,0
0.476321995,0
0.478254074,0
0.48057257,0
0.48276226,0
0.48495195,0
0.486884029,0
0.48907372,0
0.491134604,0
0.493324294,0
0.495256374,0
0.497317259,0
0.499378143,0
0.501567834,0
0.503757524,0
0.507621683,0
0.509553762,0
0.511485842,0
0.513417921,0
0.51535,0
0.517410885,0
0.519858186,0
0.522434292,0
0.524495177,0
0.526427256,0
0.528488141,0
0.530549026,0
0.532481105,0
0.534413185,0
0.536345264,0
0.538406149,0
0.540338228,0
0.542527919,0
0.544588803,0
0.546520883,0
0.548710573,0
0.551029068,0
0.553218758,0
0.557340528,0
0.559530218,0
0.561591103,0
0.563651988,0
0.565712872,0
0.567773757,0
0.569963447,0
0.571766721,0
0.573956411,0
0.575888491,0
0.577949376,0
0.579881455,0
0.581813535,0
0.583874419,0
0.585806499,0
0.587609773,0
0.589541853,0
0.591602737,0
0.593663622,0
0.595466896,0
0.597527781,0
0.599717471,0
0.601649551,0
0.605127294,0
0.607059373,0
0.609249063,0
0.611567559,0
0.613757249,0
0.615818134,0
0.618136629,0
0.620068708,0
0.622129593,0
0.624061673,0
0.625993752,0
0.627925832,0
0.629986716,0
0.632176406,0
0.634237291,0
0.636169371,0
0.638359061,0
0.640419946,0
0.642738441,0
0.644799326,0
0.646860211,0
0.649178706,0
0.652785254,0
0.658323882,0
0.660513572,0
0.662445652,0
0.664506536,0
0.666567421,0
0.668757111,0
0.671075607,0
0.673265297,0
0.675326182,0
0.677515872,0
0.680478394,0
0.682796889,0
0.684986579,0
0.686918658,0
0.688979543,0
0.690911623,0
0.692843702,0
0.694904587,0
0.697609498,0
0.699799188,0
0.701473657,0
0.705209011,0
0.70714109,0
0.70933078,0
0.711391665,0
0.713581355,0
0.71564224,0
0.71757432,0
0.719506399,0
0.721438479,0
0.723370558,0
0.725302638,0
0.727363522,0
0.729424407,0
0.731614097,0
0.733803787,0
0.735735867,0
0.737667946,0
0.739600026,0
0.741532105,0
0.743464185,0
0.745396264,0
0.747328344,0
0.749389228,0
0.751321308,0
0.754927856,0
0.756859936,0
0.758792015,0
0.760724095,0
0.762913785,0
0.76497467,0
0.76716436,0
0.769225244,0
0.771157324,0
0.773089403,0
0.775021483,0
0.775214638,0
0.775214638,0
0.775214638,0
0.775214638,0
0.775150825,0
0.775150825,0
0.775214129,0
0.775214129,0
0.775214129,0
0.775214129,0
0.775214129,0
0.775214129,0
0.775214129,0
0.775154839,0
0.775213385,0
0.775155632,0
0.775155632,0
0.77521174,0
0.77521174,0
0.77521174,0
0.77521174,0
0.77521174,0
0.77521174,0
0.77521174,0
0.77521174,0
0.77521174,0
0.77521174,0
0.77521174,0
0.77521174,0
0.775169701,0
0.775169701,0
0.775169701,0
0.775207667,0
0.775171207,0
0.775206132,0
0.775172771,0
0.775203954,0
0.775203954,0
0.775203954,0
0.775203954,0
0.775178956,0
0.775202244,0
0.775202244,0
0.775202244,0
0.775202244,0
0.775202244,0
0.775202244,0
0.775202244,0
0.775202244,0
0.775202244,0
0.775202244,0
0.775202244,0
0.775197042,0
0.775200737,0
0.775198886,0
0.775198886,0
0.775199033,0.001435675
0.775199225,0.003367755
0.775199429,0.005428639
0.775199633,0.007489524
0.775200055,0.011740099
0.775200272,0.013929789
0.775200425,0.015475453
0.77520063,0.017536337
0.775200822,0.019468417
0.775201115,0.022430939
0.775201307,0.024363018
0.775201511,0.026423903
0.775201703,0.028355983
0.775201895,0.030288062
0.775202086,0.032220141
0.775202278,0.034152221
0.775202482,0.036213106
0.775202712,0.038531601
0.775202904,0.040463681
0.775203096,0.04239576
0.7752033,0.044456645
0.775203505,0.04651753
0.775203696,0.048449609
0.775203901,0.050510494
0.775204092,0.052442573
0.775204271,0.054245847
0.775204463,0.056177927
0.775204667,0.058238812
0.775205025,0.06184536
0.775205217,0.06377744
0.775205408,0.065709519
0.775205613,0.067770404
0.775205817,0.069831289
0.775206009,0.071763368
0.7752062,0.073695447
0.775206379,0.075498722
0.775206584,0.077559606
0.775206788,0.079620491
0.775206992,0.081681376
0.77520721,0.083871066
0.775207427,0.086060756
0.775207631,0.088121641
0.775207823,0.09005372
0.775208015,0.0919858
0.775208244,0.094304295
0.775208436,0.096236375
0.775208641,0.098297259
0.775208845,0.100358144
0.775209049,0.102419029
0.775209267,0.104608719
0.775209471,0.106669604
0.775209918,0.111177789
0.775210123,0.113238674
0.775210314,0.115170753
0.775210519,0.117231638
0.77521071,0.119163718
0.775210902,0.121095797
0.775211094,0.123027877
0.775211285,0.124959956
0.77521149,0.127020841
0.775211694,0.129081726
0.775211886,0.131013805
0.77521209,0.13307469
0.775212282,0.135006769
0.775212473,0.136938849
0.775212665,0.138870928
0.775212857,0.140803008
0.775213061,0.142863893
0.775213253,0.144795972
0.775213444,0.146728052
0.775213662,0.148917742
0.775213853,0.150849821
0.775214045,0.152781901
0.775214236,0.15471398
0.775214441,0.156774865
0.775214863,0.16102544
0.77521508,0.16321513
0.775215322,0.16566243
0.775215514,0.16759451
0.775215706,0.169526589
0.775215897,0.171458669
0.775216127,0.173777164
0.775216357,0.17609566
0.775216562,0.178156544
0.775216779,0.180346234
0.775217009,0.18266473
0.775217239,0.184983225
0.775217443,0.18704411
0.77521766,0.1892338
0.775217903,0.191681101
0.775218108,0.193741985
0.775218312,0.19580287
0.775218516,0.197863755
0.775218721,0.19992464
0.775218925,0.201985524
0.77521913,0.204046409
0.775219321,0.205978489
0.775219513,0.207910568
0.77521982,0.211001895
0.775220011,0.212933975
0.775220203,0.214866054
0.775220407,0.216926939
0.775220599,0.218859019
0.775220791,0.220791098
0.775221008,0.222980788
0.775221251,0.225428089
0.775221519,0.228133
0.77522171,0.230065079
0.775221928,0.23225477
0.775222145,0.23444446
0.775222337,0.236376539
0.775222528,0.238308619
0.775222733,0.240369503
0.775222924,0.242301583
0.775223129,0.244362468
0.77522332,0.246294547
0.775223525,0.248355432
0.775223716,0.250287511
0.775223908,0.252219591
0.775224112,0.254280475
0.775224304,0.256212555
0.775224738,0.260591935
0.77522493,0.262524015
0.775225134,0.264584899
0.775225326,0.266516979
0.775225518,0.268449058
0.775225722,0.270509943
0.775225901,0.272313217
0.775226093,0.274245297
0.775226272,0.276048571
0.775226476,0.278109456
0.775226668,0.280041535
0.775226859,0.281973615
0.775227051,0.283905694
0.775227243,0.285837774
0.775227434,0.287769853
0.775227639,0.289830738
0.77522783,0.291762817
0.775228022,0.293694897
0.775228226,0.295755782
0.775228418,0.297687861
0.77522861,0.29961994
0.775228814,0.301680825
0.775229018,0.30374171
0.775229197,0.305544984
0.775229529,0.308893922
0.775229721,0.310826001
0.775229951,0.313144497
0.775230143,0.315076576
0.77523036,0.317266266
0.775230577,0.319455956
0.775230756,0.321259231
0.775230948,0.32319131
0.775231139,0.325123389
0.775231331,0.327055469
0.775231523,0.328987548
0.77523174,0.331177239
0.775231944,0.333238123
0.775232136,0.335170203
0.775232353,0.337359893
0.775232545,0.339291972
0.775232749,0.341352857
0.775232953,0.343413742
0.775233145,0.345345821
0.775233337,0.347277901
0.775233528,0.34920998
0.775233733,0.351270865
0.775233912,0.353074139
0.775234116,0.355135024
0.775234461,0.358612767
0.77523464,0.360416041
0.775234844,0.362476926
0.775235049,0.364537811
0.77523524,0.36646989
0.775235445,0.368530775
0.775235649,0.37059166
0.775235841,0.372523739
0.775236058,0.374713429
0.77523625,0.376645509
0.775236441,0.378577588
0.775236633,0.380509668
0.775236825,0.382441747
0.775237016,0.384373827
0.775237233,0.386563517
0.775237425,0.388495596
0.775237642,0.390685286
0.775237821,0.39248856
0.775238026,0.394549445
0.775238217,0.396481525
0.775238409,0.398413604
0.775238639,0.4007321
0.775238818,0.402535374
0.775239022,0.404596258
0.775239367,0.408074002
0.775239559,0.410006081
0.775239725,0.41168055
0.775239942,0.41387024
0.775240134,0.415802319
0.775240325,0.417734399
0.77524053,0.419795284
0.775240721,0.421727363
0.7752409,0.423530637
0.775241105,0.425591522
0.775241296,0.427523602
0.775241488,0.429455681
0.775241692,0.431516566
0.775241897,0.433577451
0.775242101,0.435638335
0.77524228,0.437441609
0.775242497,0.4396313
0.775242689,0.441563379
0.775242906,0.443753069
0.775243098,0.445685149
0.775243277,0.447488423
0.775243481,0.449549308
0.775243685,0.451610192
0.775243877,0.453542272
0.775244081,0.455603157
0.775244388,0.458694484
0.775244567,0.460497758
0.775244759,0.462429837
0.77524495,0.464361917
0.775245155,0.466422802
0.775245346,0.468354881
0.775245538,0.470286961
0.775245742,0.472347845
0.77524596,0.474537535
0.775246151,0.476469615
0.775246343,0.478401694
0.775246534,0.480333774
0.775246726,0.482265853
0.775246905,0.484069127
0.775247109,0.486130012
0.775247301,0.488062092
0.775247493,0.489994171
0.775247684,0.491926251
0.775247876,0.49385833
0.775248068,0.49579041
0.775248272,0.497851294
0.775248464,0.499783374
0.775248655,0.501715453
0.77524886,0.503776338
0.775249217,0.507382886
0.775249396,0.509186161
0.775249601,0.511247045
0.775249792,0.513179125
0.775249984,0.515111204
0.775250188,0.517172089
0.77525038,0.519104169
0.775250585,0.521165053
0.775250776,0.523097133
0.775250981,0.525158018
0.775251185,0.527218902
0.775251377,0.529150982
0.775251581,0.531211867
0.77525176,0.533015141
0.775251964,0.535076025
0.775252156,0.537008105
0.775252373,0.539197795
0.775252578,0.54125868
0.775252782,0.543319565
0.77525305,0.546024476
0.775253229,0.54782775
0.775253459,0.550146245
0.775253664,0.55220713
0.775253842,0.554010404
0.775254175,0.557359342
0.775254353,0.559162616
0.775254545,0.561094696
0.77525475,0.56315558
0.775254954,0.565216465
0.775255146,0.567148545
0.77525535,0.56920943
0.775255542,0.571141509
0.775255835,0.574104031
0.775256053,0.576293721
0.775256232,0.578096995
0.775256436,0.58015788
0.775256628,0.582089959
0.775256845,0.584279649
0.775257049,0.586340534
0.775257241,0.588272614
0.775257445,0.590333498
0.77525765,0.592394383
0.775257854,0.594455268
0.775258046,0.596387347
0.775258276,0.598705843
0.775258467,0.600637922
0.775258659,0.602570002
0.775258851,0.604502081
0.775259234,0.60836624
0.775259438,0.610427125
0.77525963,0.612359204
0.77525986,0.6146777
0.775260064,0.616738585
0.775260269,0.618799469
0.77526046,0.620731549
0.775260639,0.622534823
0.77526101,0.626270177
0.775261265,0.628846283
0.77526147,0.630907167
0.775261661,0.632839247
0.775261853,0.634771326
0.77526207,0.636961016
0.775262275,0.639021901
0.775262479,0.641082786
0.775262683,0.643143671
0.775262901,0.645333361
0.77526308,0.647136635
0.775263297,0.649326325
0.775263488,0.651258404
0.775263667,0.653061679
0.775264076,0.657183448
